47	et talia quae etiam ipsis arboribus competunt. Potentiae vero cognitiuae sensitiuae, sunt visus, 	et talia que et ipsis arboribus competunt. |potentiae uero cognitiue sensitiue sunt. uisus gustus tactus 	55|56
48	gustus, auditus, et talia, 		
49	in quibus communicamus cum brutis. Appetitiuae vero distinguuntur: 	et talia in quibus communicamus cum brutis. |appetitiue uero distingunt. 	57|58
50|51	nam quidam appetitus est in homine, |in quo non communicat cum brutis, ut est appetitus sequens intellectum: 	Nam quidam appetitus est in homine in quo non communicat cum brutis 	59
52	quidam vero in quo communicat cum eis, 	ut appetitus sequens intllctam. quidam uo in quo communicat cum eis 	60
53	ut appetitus sequens sensum. 	ut appetitus sequens sensum. 	61
54	Appetitus autem sequens sensum potest nominari sensualitas: 	appetitus autem sequens sensum potest nominari sensualitas 	62
55	sequens intellectum nominatur voluntas: 	sequens intellectum nominetur. 	63
56|57	secundum quem modum loquendi bruta habent sensualitatem, |et appetitum sensitiuum, 	uoluntas 	64
58|59	sed non habent voluntatem, |et intellectum. Virtutes ergo, 	secundum 	65
60|61	de quibus loqui intendimus, |quae sunt quidam habitus laudabiles, 	quem in modum loqnondi bruta habent sensualitatem 	66
62	vel erit in potentiis naturalibus, 	et appetitum sensitiu̾. 	67
63|64	vel in ipsis sensibus, |vel in appetitu sensitiuo, 	Sed non habent uoluntatem i. appetitum intellectiuum uirtutes ergo de quibi loqui intendimus que sunt quidam habitus laudabiles uel erunt in potentiis naturalibus uel in ipsis sensibus uel in appetitu sensitiuo. 	68
65	vel in appetitu intellectiuo, 	uel in appetitu intellectiuo. 	69
66|67	vel in ipso intellectu, |vel in omnibus his, 	uel in ipso intellectu uel in hiis omnibus uel in aliquibus horum. 	70
68	vel in aliquibus horum. In potentiis autem naturalibus esse non possunt, 	In poͥᷤ autem naturalibus esse non possunt 	71
69	quod tripliciter patet. Primo, 	quod tripliciter patet. 	72
70	quia ex naturalibus nec laudamur, 		
71|72	nec vituperamur nullus enim dicitur |bonus homo ex eo quod habeat digestiuam bonam, 	primo quia ex naturalibus. nec laudamur nec uituperamur . ullus . n. dicitur bonus homo ex eo quod habeat bonam digestiuam uel bonam augmentatiuam. 	73
73|74	vel bonam augmentatiuam. Secundo, |in talibus non habent esse virtutes: 	Secundo in talibus non habent esse huius uirtutes 	74
75	quia virtus est aliquid 	quia uirtus est aliquid 	75
76	secundum rationem, 	secundum rationem 	76
77	ut probari habet 2 Ethic’. Potentiae autem naturales 	ut potest probari secundo ethicorum. potentiae autem naturales 	77
78|79	(secundum quod huiusmodi) |rationi non obediunt: 	secundum quod huius sunt rationi non obediunt. 	78
80|81	nam siue quis ratiocinetur, |siue velit, 	Nam siue quis ratiocinetur siue uelit 	79
82|83	non propter hoc (per se loquendo) |potentiae naturales variantur in actibus suis, 	non propter hoc per se loqundo potentiae naturales uarianter 	80
84	sed semper 	in actibus suis si semper 	81
85|86	secundum modum sibi possibilem suas actiones efficiunt. Tertio, |in talibus potentiis non sunt habitus, 	secundum modum sibi possibilem suas actiones efficiunt. Tercio in talibus potentiis non sunt habitus et uirtutes. 	82
87	et virtutes, 		
88|89	qui habitus sunt ad determinandum potentias, |ut bene vel male agant, 	quia h̃itus sunt ad determinandum potentias ut bene uel male agant. 	83
90	ut per habitus vitiosos determinatur potentia ad agendum male, 	et ut per habitus uitiosos determinatur potentia |ad agendum male per uirtuosos 	84|85
91	per virtuosos ad agendum bene: 	ad agendum bene 	86
92	cum ergo natura sit determinata ad unum, 	cum igitur natura sit determinata ad mium 	87
93	et potentiae naturales sufficienter determinentur ad agendum, 	et potentiae naturales sufficienter determientur 	88
94	ex natura sua secundum eas nec sumus vitiosi, 	ad agendum ex natura sua |secundum eas. nec sumus uitiosi 	89|90
95	nec virtuosi, 	nec uirtuo si ut hoc de uitio et uͥtute loquiui. 	91
96	ut hic de vitio, 	quare in eis huius uirtutes 	92
97	et virtute loquimur: 	esse 	93
98	quare in eis huiusmodi virtutes esse non possunt. 	non possunt 	94
99	His ergo tribus rationibus, 	hiis igitur tribus rationibus 	95
100	per quas probatum est virtutes non esse in potentiis naturalibus, 	per quas probatum est uirtutes 	96
101|102	probari potest eas non esse in cognitione sensitiua, |siue in potentiis sensitiuis. 	non esse in potenciis naturalibus probari potest eas non esse in cogertione sensitiua siue in pos sensitiuis. 	97
103	Nam sicut non laudamur, 	Nam sicut non laudamur 	98
104|105	nec vituperamur ex potentiis naturalibus: |sic non laudamur, 	nec uituperamur ex potentiis naturalibus. sic non laudamur 	99
106	nec vituperamur ex sensibus. 	nec uituperamur ex sensibus. 	100
107|108	Nam sicut nullus laudatur tanquam bonus homo, |ex eo quod bene digerit, 	Nam sicut ullus laudatur tanquam bonus homo ex eo quod bene digerit uel bene crescit. 	101
109	vel bene crescit: 		
110|111	sic non laudatur ex eo quod acute videt, |vel subtiliter audit, 	sic non laudatur ex̃ eo quod acute uidet uel sibitiliter audit. 	102
112|113	nisi forte hoc esset per accidens, |ut si quis ex superflua comestione, vel ex nimia potatione incurrisset ophthalmiam oculorum, 	nisi forte hoc esset per accidens uel non quis ex superflua comestione uel ex nimia potatione incurrisset obtaluna oculorum 	103
114	ne bene videret, 	ne bene uideret. 	104
115	vel debilitatem stomachi, 	uel debilitatem stomachi 	105
116	ne bene digereret: 	ne bene digeret. 	106
117	increparetur ille, 	increparetur 	107
118|119	non quia male digerit, |vel quia non clare videt, 	ille non quia male digit uel 	108
120	quia clare videre, et bene digerere 	quia non clare uidet |et bene digerere 	109|110
121|122	(per se loquendo) |non est in potestate hominis: 	per se loqnondo non est in potestate hominis 	111
123	sed increparetur ex nimio potu, 	sed increparetur 	112
124|125	vel ex superfluo cibo, |nam erat in potestate sua, 	ex nimio potu uel ex superfluo cibo. Nam erat in potestate sua ut possi uti potu et cibo moderate. 	113
126|127	ut posset uti potu, |et cibo moderate. Secundo in sensibus non est ponenda virtus moralis, 	Secundo in sensibus non est ponenda uirtus moralis 	114
128	quia sicut potentiae naturales non obediunt rationi, 	quia sicut potentiae naturales non obediunt rationi. 	115
129|130	quia secundum regulam rationis nullus magis, |vel minus augetur, vel magis, et minus digerit: 	quia secundum regulam rationis nullus magis uel minus augetur. 	116
131|132	sic nec sensus obediunt rationi, |non enim est in potestate hominis videre clarius, 	pro magis et minus digerit. sic nec sensus obediunt rationi. non n. est in potestate hominis uidere clarius 	117
133	vel minus clare: 	uel minus clare. 	118
134	quare si virtus moralis est aliquid 	quare si uirtus moralis est aliquid 	119
135|136	secundum rationem, |huiusmodi virtus in sensibus poni non debet. 	secundum rationem. huius uirtus in sensibus poni inon debet Tercio in talibus non est moralis uirtus 	120
137	Tertio in talibus non est moralis virtus, quia sicut potentiae naturales sufficienter determinantur ad actiones suas per suam naturam: 	quia sicut potentiae |naturales sufficienter determinantur 	121|122
138|139	sic et sensus. |Nam sicut ignis tantum calefacit, 	ad actiones suas per sua ⟦⟧. sic et sensue Nam sicut ignis tam calefacit 	123
140	quantum potest calefacere, 	quantum potest calefacere. 	124
141	propter quod, 		
142|143	quia determinatus est in actione sua, |nec laudatur, 	propter quod quia determinatur in actione sua nec laudatur nec uituperatur. 	125
144	nec vituperatur, 		
145	nec est in eo virtus moralis: 	nec est in eo uirtus moralis. 	126
146	sic quia potentia digestiua tantum digerit 	sic quia potentia digestiua tam digerit |quantum potest digerere 	127|128
147	quantum potest digerere, et oculus tantum videt quantum potest videre, 	et ocles tam uidet |quantum potest uidere. 	129|130
148	in eis virtus moralis esse non potest. 	in eis uirtus moralis esse non potest. 	131
149	Nam per virtutem moralem determinatur potentia ad agendum: 	nam per uirtutem moralem determinatur potentia ad agendum. 	132
150	haec autem sufficienter determinantur ad actiones proprias per naturam: 	hoc autem sufficienter determinantur ad actiones proprias per naturam . 	133
151	non ergo indigent virtute morali. 	non igitur indigent uirtute morali. 	134
152	Si ergo nec in potentiis naturalibus, 	Si igitur nec in potentiis naturalibus 	135
153	nec in sensibus est virtus moralis, 	nec in sensibus est uirtus moralis 	136
154	cum praeter potentias naturales, 	cum praeter potentias naturales 	137
155	et sensus non sit nisi intellectus, 	et sensus non sit nisi intellectum 	138
156	et appetitus intellectiuus, 	et appetitus intellectiuus 	139
157	et sensitiuus, 	et sensitiuus. 	140
158	oportet esse in talibus virtutes morales.	debet in talibus e est uirtutes morales.	141
