68	sed solum esse habent in intellectu, et appetitu. In nobis autem duplex est appetitus, 	set solum esse h̾nt in miłsctu. |In nobis autem duphocx enim appetitus naturalis 	51|52
69	intellectiuus, 		
70	et sensitiuus. 	et cognituus. 	53
71	Nam sicut appetitus naturalis sequitur formam naturaliter adeptam, 	Naturalis |ant sequitur formam 	54|55
72|73	sic appetitus cognitiuus sequitur formam per cognitionem apprehensam. |Sicut enim grauia, 	naturaliter.adeptam 	56
74|75	ex eo quod habent formam grauis, |sequitur ea quaedam naturalis inclinatio, 	sicut appetitus sensituius cognitius sequitur formam apprehensam Sicut enim grauia ex eo quem hoc̾nt formam grauis. Sequitur eaque dam natinalis indinacio 	57
76	et quidam appetitus naturalis, 	et quida appetitus naturalem 	58
77	ut naturaliter desiderent esse deorsum: 	utuaturaliter desiterant esse dorsum. 	59
78	sic habentia cognitionem prout habent in seipsis formam apprehensam, 	Sic hncia cognicioin |prout hocnt in se ip̃is formam app̾hensam. 	60|61
79	sequitur quaedam inclinatio, 	sequitin quedam indinacio. 	62
80|81	et quidam appetitus |secundum formam illam. 	et quidam appetitus.scom formam illan propter quem sicut enui nb̃ dupłx cognicio sensitiua 	63
82|83	Propter quod sicut in nobis duplex est cognitio, sensitiua, et intellectiua: |sic etiam est in nobis duplex appetitus, 	et intsctiua sicut enim in nob̃.dupłx appetitus. indelicet sensitiuus 	64
84|85	videlicet, |sensitiuus, 	qui sequitur formam apprehensam per sensum intellectinis 	65
86	qui sequitur formam apprehensam per sensum: 	qui sequiter formam apprehensam per 	66
87	et intellectiuus, 		
88|89	qui sequitur formam apprehensam per intellectum. Appetitus autem sensitiuus duplex est. |Nam cum animalia sint supra inanimata, 	indsctum.Appetitus autere sensitis dupłx enim Nam cum animalias sint supra in 	67
90	si natura elementis 	animata.Si natura elementis 	68
91|92	et rebus inanimatis dedit duplicem potentiam, |unam per quam tendunt in propriam quietem, 	et rebus in ammatis dedit potenciam unam per quam tendunt in propriam quictem. 	69
93	et aliam per quam resistunt, 	et aliam per quam resistunt 	70
94	et agunt in prohibentia, et in contraria: 	et agunt in prohibencia 	71
95	multo magis hanc duplicem potentiam natura dedit ipsis animalibus, 	et contraria multo magis h̾eat dupplicem potenciam. 	72
96	quae sunt perfectiora illis. Videmus enim quod ignis naturaliter est calidus, 	et dedit ip̃iainalibus que sunt perfecciora illis. |Uidemus enon 	73|74
97|98	et leuis per leuitatem autem tendit in locum proprium, |et in quietem sibi conuenientem: 	quem ignis enim naturaliter calidus et leuis. per leuitatem autem tendit in locum proprium 	75
99|100	per caliditatem vero agit in contraria: |ne ergo ignis per quaecunque contraria agentia impediretur, 	et in quietem. igitu conuementem percaliditatem uero agit in contranasic eigo ignis per queciq contrana agentia inipediretur 	76
101	ne per leuitatem in proprio loco quiesceret, 	ne per leuitatem in perprio lo: 	77
102	dedit ei natura potentiam calefactiuam, 	co quiescere dedit ei natura potentiam calefactiuamait peream resisteret 	78
103	ut per eam resisteret, et ageret in contraria corruptiua. 	et ageret icontraria corruptura. 	79
104|105	Si ergo igni, |et rebus inanimatis natura dedit duplicem potentiam, 	Si igitur igni et rebus in animatiᷤᷤnatura dedit duplicem potenclam. 	80
106	unam per quam adipiscuntur propriam quietem, 	Unam per quam adipiscuntur propriam 	81
107	et aliam per quam agunt in prohibentia et contraria: 	quietem.et aliam per quam agunt in prohibencia |et contraria 	82|83
108|109	multo magis hoc dedit animalibus. Tribuit ergo eis duplicem appetitum sensitiuum, |unum per quem prosequuntur propriam quietem, 	o.multo magis hoc dedit ainalibus tribuit ergo eis triplicem appetitum sensitiuum unun perquam prosequatur propriam quietem. et propriam delectaconnem. 	84
110	et propriam delectationem, 		
111	ut concupiscibilem: 	ut concupiscibile. 	85
112	et alium per quem resistunt, 	et alium per quam resistunt 	86
113	et aggrediuntur prohibitiua, 	et aggreduuntur prohibitiua 	87
114	ut contraria, 	et contraria 	88
115	ut irascibilem. 	ut irascibilem 	89
		ita quem concupiscibilis se hent. 	90
116|117	Ita quod concupiscibilis se habet sicut leuitas, |vel grauitas, 	Sicut leuitas uel grauitas in leubꝰet grauibus. Irascibilis uero: 	91
118	in leuibus, 	se het 	92
119|120	et grauibus. Irascibilis vero se habet quasi caliditas, |vel frigiditas in eis. 	quasi caliditas et frigi ditas in cis. 	93
121	Nam sicut grauia per grauitatem recedunt a loco sursum tanquam a non conueniente, 	Nam sic grauia per grauitatem recedunt a loco. Sursum tanquemͣ autem conueniente cedunt 	94
122	et tendunt in locum deorsum tanquam ad locum conuenientem, 	in locum deorsuntanquam |ad locum contraentenet conformem per 	95|96
123|124	et conformem: |per frigiditatem vero resistunt contrariis, 	frigtoitatez.uo restituunt contrariis 	97
125	ne corrumpantur a propria natura, 	ne corrumpantu apropria natina 	98
126	et deserant propria loca, 	et deserant ppria loca 	99
127	et propriam quietem. 	et propriam quietem. 	100
128	Sic animalia per concupiscibilem fugiunt mala tristia, 	Sic et aminalia per concupiscibilem fugiunt mala tristia. 	101
129	et prosequuntur bona delectabilia. Per irascibilem vero aggrediuntur contraria, 	et prosequntur bona delectabilia. 	102
130|131	quae possent ea ab huiusmodi delectationibus prohibere. |Ut Leo per concupiscibilem pergit, 	per irascibilem ue maggrediuntur coutraria que possent ea ab hius delctacioens prohibere. ut leo per concupiscibilem pergit 	103
132|133	ut prosequatur cibum |tanquam quid delectabile: 	ut 	104
134|135	per irascibilem vero aggreditur animalia illa volentia ipsum prohibere in cibo adepto. |Propter quod bene dictum est, 	prosequater.cibum tanquam aliquid delet tabile per irabilem uero aggreditur animalia uolencia ipsum prohibe acibo adepto: 	105
136|137	quod concupiscibilis respicit bonum, |et malum 	propter qd̃ benedictum enim quem concipiscibilis respericit bonum etmalum scd̃m se. Irascioiliuero respicit bonun 	106
138	secundum se: 		
139|140	irascibilis vero respicit bonum, |et malum inquantum habent rationem difficilis, 	et malran inquantum hocnt ronnem difficilis etardiu. 	107
141	et ardui. Nam cum bonum 	Nam cum bonum scdm sedicat 	108
142|143	secundum se dicat prosequendum, |malum vero quid fugiendum: 	quid prose quendunmalum uero quid fugiendum concupiscipils ouider. Scd̃ruse tendit inquietem 	109
144	concupiscibilis, 		
145	quae secundum se tendit in quietem 		
146	et in bona delectabilia, 	et in bonon delectabilia. 	110
147	et fugit mala tristia, 	et fugit mala tristia. 	111
148	pro obiecto habet mala, 	pro obiecto hocet bona 	112
149|150	et bona sensibilia |secundum se considerata. Irascibilis vero, 	et mala sensibilia scdm sei considata. Irascibilis uerdscd̃m quam aggredimur. 	113
151	secundum quam aggredimur, et resistimus prohibentibus, 	et resistimus prohibentibus. 	114
152	et nociuis, 	et nocuiis 	115
153	tendit in bona, et mala sensibilia, 	et tenditu tona |et mala sensibilia. 	116|117
154|155	non secundum se considerata, |sed ut habent rationem ardui, et difficilis: 	non sconm seconsidata. Set ut hntranenardui et difficilis. Ram ex diutas 	118
156	nam arduitas, 		
157	et difficultas potissime sunt repugnantia, 	et difficultas potissime sunt repugnantia. 	119
158	et prohibentia, 	et prohibencia 	120
159	ne possimus consequi bonum, 	ne possimus 	121
160	et vitare malum. 	conseq.bonum et uitare malum. 	122
161|162	Imperfecto ergo egisset natura, |si dedisset animalibus concupiscibilem, 	Imperfecte ergo regissed naturassidedisset animalibus concupiscipilem per quam uitarent mala 	123
163|164	per quam vitarent mala, |et prosequerentur bona, 	et pro seꝗrentur bona łnisi 	124
165	nisi dedisset eis irascibilem, 	dedisset eis irascibilem 	125
166	per quam aggrederentur impedientia delectationem illam: 	per quam aggredm̃tur mmpediencia delectacionem illam Ut: 	126
167	ut igitur animalia, 		
168	secundum modum sibi conuenientem, 		
169|170	prout bene possint delectari per concupiscibilem, |data est eis irascibilis, 	igitur animalia scdm moder.sͥ conuemientem plene possunt delectari per concupisciblem data enim eis irascibilis 	127
171	per quam resistant, 	per quan resiᷤtunt 	128
172	et aggrediantur impedientia delectationem illam. Duplex est ergo appetitus sensitiuus, 	et aggrediatur impedientia delectaconm illam Dupłeem ergo appetitus. 	129
173	irascibilis, 	sensibilisiirascibilis 	130
174	et concupiscibilis. Appetitus autem intellectiuus, 	et concupiscibłis Appetitus aut intilectiuus. 	131
175|176	qui dicitur voluntas, |remanet indiuisus. 	qui dicitur uoluntas remanetuidiuisus. 	132
177	Nam cum intellectus uniuersaliori modo respiciat suum obiectum quam sensus, 	Nam cum intłlectuᷤᷤunium saliori modo respiciat suum obiectum 	133
178	appetitus intellectiuus, 	quemͣ sensus appetitiuns. inellectuus 	134
179|180	qui sequitur intellectum uniuersaliori modo, |fertur in bonum, 	qui sequiteriesctum uniunsaliori modo fertur in bonum 	135
181|182	quam appetitus |secundum sensum: 	quam appetitusscom sensum. 	136
183|184	et quia quanto aliquid |sub uniuersaliori modo accipitur, 	et quia quanto aliquid sub uniuersaliorimodo accipitur 	137
185|186	tanto unum |et idem existens ad plura se extendit, 	tanto unum etidem existens 	138
187	licet appetitus sensitiuus sit alius, 	ad pła se extendit licet appetitus. |Sensitiuus sit alius 	139|140
188	et alius, 	et alius ẜm 	141
189	secundum quem prosequimur delectabilia, 	quid prosequitur delectabilia 	142
190|191	et secundum quem aggredimur terribilia: |appetitus tamen intellectiuus unus, 	sconsensum.et aggrediuntur tertibilia appetitus. 	143
192|193	et idem existens fertur in omne bonum intelligibile. |Non ergo est alius appetitus intellectiuus, 	cum intlłetinsunus 	144
194|195	secundum quem prosequimur bona delectabilia per intellectum, |et aggredimur bona ardua: 	et idem existens fertur iu or̃one bonum mtlłigibile 	145
196|197	sicut est alius appetitus sensitiuus, |secundum quem prosequimur bona sensibilia delectabilia, 	non ergo enim alius appetitus inasctuus sconm quem proseque mur bona delectabilia per indsctum 	146
198	et aggredimur terribilia. 	et aggredimur terribilia. 	147
199	Quare si omnis virtus moralis, vel est in intellectu, 	quare si omnis uirtus moralis. 	148
200	vel in appetitu: 	uel in intłsctu uelin appetitu. 	149
201	et appetitus alius intellectiuus 	et appetitus alisem intłlectiuus 	150
202|203	ut voluntas, |alius est sensitiuus: 	ut uoluntas alius sensitiuus 	151
204|205	et hoc duplex, |irascibilis scilicet, 	et hic duipphocc. irascibilis 	152
206|207	et concupiscibilis: |oportet omnem virtutem moralem, 	et concupiscibilis. oportet omnem uirtutem moralem. 	153
208|209	vel esse in intellectu, |vel in voluntate, 	uel esse mintllectu.łinuoluntate. 	154
210	vel in irascibili, 	uel in 	155
211	vel in concupiscibili. Accipiendo ergo virtutem moralem large prout ipsa prudentia dicitur quaedam virtus moralis, 	irascibła.uel in concupiscibili. Actipiendo igitur uirtutem morͣlem large |prout ipsa prudencia dicitur quedam uirtus moralis dicere possumusquem scd̃m has quatuor potentias anime 	156|157
212	dicere possumus 	in quibus het cem 	158
213	quod secundum has quatuor potentias animae in quibus habet esse virtus, sumptae sunt quatuor Virtutes Cardinales; 	uͥtus sumpte sunt .iuͣi. uurtutes cardinales. 	159
214|215	videlicet, Prudentia, |Iustitia, Fortitudo, et Temperantia. 	scilicet prudencia. iusticia. temperancia. 	160
216|217	Nam Prudentia est in intellectu, |Iustitia in voluntate, 	fortitudo.Nam prudecia enim in intllectu. iusucia in 	161
218|219	Fortitudo in irascibili, |Temperantia in concupiscibili.	uoluntade.fortitudo in irascibili. temperancia in concupiscibili.	162
