60|61	et se li chevals ne fust|si buens noié fuissent ambedui	e si el caballo tan bueno no fuera sin dubda el moriera enel agua	70
62	kar li chevaliers estoit pesans		
63	por les armes qu il avoit vestues	e boores porel peso delas armas|que llebaua	71|72
64|65	Quant il fu de l autre part de l eve|si ne descendi pas ains cort vers cels	e desque fue dela otra Parte del agua dexo se correr aquellos	73
66	qui la damoisele tenoient	que la donçella tenian	74
67	et fiert	e firio al primero|que encontro en tal manera	75|76
68|69	si le premier qu il aconsieut qu il li met le glaive par mi le cors|si l abat a terre	que le metio la lança porel cuerpo	77
70	et li autre s enfuient erraument	e los otros dos|que aquello vieron fuyeron	78|79
71	por ce	luego por miedo de no ser muertos	80
72	que desarmé estoient	ca todos estauan desarmados	81
73|74	Et la damoisele|qui delivree se voit se met a genols devant Boort	e la donçella desque aquello vido finco los ynojos ante boores	82
75	et dist Ha gentils chevaliers de Dieu soiés vos beneois	e dixo ay jentil cauallero vendito seades de dios	83
76	quant vos m avés de mort rescosse	que asi me librastes de muerte	84
77	et aorés en soit Diex	e bendito sea dios	85
78	quant il ceste part vos amena	que aqui vos traxo	86
79	kar cist gloton m euissent ja morte	que estos villanos me hubieran muerto	87
80	— Damoisele fet il	si por vos no fuera donçella dixo boores	88
81|82	por quoi|? — Sire fet ele jel vos dirai bien	Por que señor dixo ella yo vos lo dire	89
83|84	mais que vos m aiés mise a sauveté|— Coment	mas ante conuiene	90
85	? fet il		
86	Avés vos		
87|88	dont garde|? — Certes fet ele ja asseur ne seraî fant com je sache laiens le seignor del chastel	que non aya miedo de ninguno Donzella dixo boores de quien auedes miedo señor dixo ella del señor del castillo	91
89	kar c est li plus fel chevaliers del monde	ca es el|mas follon omne de todo el mundo	92|93
90	et li plus traîtres	e mas cruel Ellos	94
91|92	A ces paroles voient issir I|chevalier del chastel	asi fablando vieron salir del castillo vn caballero	95
93	et la ou il vit Boort	e quando vido a boores començo le a dar boçes	96
94	si li escrie Laissiés dans chevaliers la damoisele	e a deçir don cauallero a dexar vos conuiene la donzella	97
95	que vos n enmenrois mie! Par mon chief mar le rescosistes	ca la non lleuaredes|e porla my cabeza ental Punto la acorristes	98|99
96	Si li cort quanqu il puet le glaive alongié;	e luego se dexaron correr el vno contra el otro	100
97	et Boors retrait son glaîve a lui del cors a celui qu il avoit ocis;	e boores lo firio conla lança|que auia sacado del cuerpo del villano	101|102
98|99	si laisse le cheval corre|et le fiert	que auia muerto en tal manera	103
100	si tres durement qu il l abat a terre	que dio conel Porlas ancas del cauallo a tierra|asi estordido	104|105
101|102	si estordi qu il n a pooir de relever ains gist pasmés|kar il chai	que non se pudo leuantar	106
103	si felenessement qu a poi	asi estaua amorteçido dela cayda	107
104	que la canole del col n'avoit brisee	que las coyunturas del pescuezo tenia quebradas	108
105	Et Boors li vet a cheval par desus le cors	e boores traxo tantas vezes el cauallo sobre el	109
106	tant que tot le debrise	Que todo lo quebranto	110
107	Et lors est la damoisele	e la donçella	111
108	si liee qu ele ne puet plus	que aquello vido fue muy alegre|que mas no lo podia ser	112|113
109	et dist a Boort Sire nos n avons mes garde	e dixo a boores señor agora non auedes aqui deque vos|mas guardar	114|115
110	kar je ne cuit qu il eust plus de chevaliers çaiens	ca eneste castillo no auia|mas deste cauallero segund cuydo	116|117
111	que cestui;	e agora os direlo	118
112|113	si vos dirai ore seurement ce|que vos me demandastes n a encor gaires	que me preguntastes seguramente Pues deçidmelo dixo boores	119
114	— Dites fet il	asi es dixo la donçella	120
115		que oy mañana entre mi	121
116|117	et I|chevalier	e vn cauallero	122
118	qui mes amis estoit chevalchions hui matin par mi cest chastel	que hera mi amigo pasamos poreste castillo	123
119	et quant li freres a celui	e quando el señor del castillo hermano de	124
120|121	que vos avés abatu me vit|si me volt a force prendre	aquel que vos derribastes me vido quisome prender afuerça	125
122	kar il m avoit molt longuement amee;	e trabo del freno demi palafren	126
123	si me prist al frain	e quisome llebar	127
124	et m en volt mener a force mes mes amis se combati a lui tant qu il l ocist	e me vido mi amigo llebar conbatiose conel tanto quelo mato	128
125	Et quant cist	e quando	129
126|127	que vos veez ci ore vit son frere mort|si fist mon ami prendre a force de vilains	aquel que alli esta vido asu ermano muerto fiço prender ami amigo a fuerça de gente	130
128	et de gens	e de villanos	131
129	et l ocist en venjance de son frere	e matolo en enmienda dela muerte desu hermano	132
130	Mais de moi	e dixo	133
131	por cui Ses freres avoit esté ocis dist il qu il se vengeroit sans main metre;	que demi se vengaria el seguramente|porque fui ocasion dela muerte de su hermano	134|135
132	si me fist prendre a ces ribaus	entonçe fiço tomar aquellos quatro villanos	136
133	que vos veistes	que vos vistes	137
134	et lor commanda qu il me noiaissent	e mandoles|que me matasen en aquel agua	138|139
135	kar par armes dist il ne vueil je mie qu ele muire ;	ca por armas no me queria matar	140
136|137	si m'enmenoient|si com vos veistes morir	e ellos me mataran sin falta	141
138	quant vos me venistes secorre par la volenté de Dieu	si vos porla voluntad de dios	142
139	et par la vostre	e porla vuestra no me acorrierades agora vos	143
140		e contado todo mi acaesçimiento	144
141	si voldroie des Ore mes se vostre plaisirs estoit	como me contesçio|e querria	145|146
142	que vos me menissois a salveté en un mien chastel	que me llebasedes a vn mi castillo	147
143	qui est ci pres	que es çerca de aqui	148
144|145	— Volentiers fet il|Si le prent par les bras	si vos plaze de GraDo dixo boores	149
		e luego echo su escudo alas espaldas	150
146	et le monte par devant lui sor le col de son cheval	e tomola Porel braço|e pusola antesi Ensu caballo	151|152
147	si a geté son escu derieres son dos	e fuese|ansi conella	153|154
148	si s en vet cele part ou la damoisele li enseigne	por do ella lo yria guiando fasta medio dia	155
149|150	tant que ce vint aprés midi qu il voient en un tertre I|bel a chastel	Que vieron vn muy fermoso castillo	156
151|152	et lors ataignent Il|escuiers	e alcançaron dos escuderos ala salida devn monteçillo	157
153|154	qui issoient d un bossel|et aportoit chescuns venoisons trosee detriers soi	que traia cada vno vn corço atroxado trassi	158
155	Quant il virent la damoisele	e desque vieron la donçella desçendieron apie	159
156	si descendent a pié	e fueron	160
157	et li font grant joie com a celi	e fezieron gran alegria conella|como aquella	161|162
158	qui lor dame estoit	que hera su señora	163
159	mais molt se merveillent de ce qu il la virent plorer:	mas mucho se marauillaron|porque la vian	164|165
		ansi venir	166
160	si li enquierent	e preguntaronla	167
161	que ele a	que auia	168
162	Et ele lor dit comment ses amis avoit esté ocis	e ella les conto|como su amigo hera muerto	169|170
163	et je meismes euisse esté morte	e dixo yo mesma fuera muerta sino fuera	171
164	se ne fust cis frans chevaliers		
165	qui par sa debonaireté me resqueust	por aqueste buen cauallero|que me libro	172|173
166	et se mist em peril de mort	e se metio en peligro de muerte	174
167	por ma vie sauver	Por me librar	175
168	Et lors conseille a l un de ses escuierset cil se destrosse maintenant de sa venoison	e luego destroçaron el vn corço	176
169	si la baille a son compaignon	e pusieronlo enel Palafren	177
170	por porter	e ymbiaronlo al castillo conel vn escudero|e pusieron ala donçella enel otro	178|179
171	si s en vet vers le chastel quanqu il puet traire del roncin	e fueronse contrael castillo|quanto podian	180|181
172	Et Boors demande a la damoisele comment li chastials a non ou ses amis a esté ocis	e boores pregunto ala donçella|como auia nombre el castillo	182|183
173	Sire fet ele il a non Galedon	Do su amigo auian muerto señor dixo ella el a nombre Galdon	184
174	et l eve par ou vos passastes a non Galede	e el agua|que pasastes galide	185|186
175	Ensi parolent tant qu il sont venu jusqu al chastel	Asi fueron fablando fasta el castillo	187
176	si le voit Boors bien seant	Que hera muy fuerte	188
177	et fort	e muy bien asentado	189
178	Et quant il montent ! le tertre	e desque fueron entrados enel castillo	190
179	si voient de laiens issir dames	luego vinieron contraellos muchas danças	191
180	et damoiseles a grant plenté	e corros de Dueñas	192
181	dont les unes karolent	e de donçellas	193
182	et les autres dancent	e otros dançaban	194
		e bailauan	195
183	et les autres joent de divers geus;	e otros jugauan|e façian juegos de muchas maneras	196|197
184|185	si estoient acesmees|et vestues richement	e todos andauan vestidos muy Ricamente	198
186	et avec venoient chevaliers jusqu a X	entonçe vinieron contraellos	199
187	qui molt faisoient grant joie;	mas de diez caualleros faziendo muy gran [	200
188	et quant il voient Boort	]	201
189	si crient tuit encontre lui Bien viengniés sire	e deçian todos avna voz vien venga el mejor cauallero	202
190	qui nostre dame avez delivres de mort	que anuestra señora libro de muerte	203
191	et rescosse des mains a ses enemis	e libro anos denuestros enemigos	204
192	Et lors font descendre lor dame	entonçe los desçendieron a muy gran gozo	205
193|194	et lui avec :|si ne vos porroit nus conter la joie	e alegria façiendo con boores	206
195|196	qui li fu fete|	asi que el se marauillaua ende mucho	207
197|198	et a tel feste enmainent Boort jusqu al palés del chastel|si le font desarmer ou il volsist ou non	e las Mesas fueron puestas	208
199	et il le fist a envis	e asentaronse a comer	209
200	kar il n estoit encore mie tens de herbergier	ca mucho lo auian menester	210
201|202	Ensi remist Boors laiens|si li firent grant joie li un	e desque ovieron comido la donçella le pregunto	211
203	et li autre	e dixo le señor	212
204	Et quant il orent mengié	si vos pluguiere querria saber vuestro nombre	213
205	a damoisele demande a Boort comment il avoit non ét ¡l dist qu il avoit non Boors li Essilliés	porque sepa dezir quien me fiço tanto bien donçella dixo boores yo he nombre boores el deseredado	214
206	Et vos fet il	e vos donzella dixo el	215
207|208	damoisele quels est li vostre nons|? — Sire fet ele	como auedes nombre señor dixo la donçella yo he nombre velniña de glaçendo	216
209|210	je ai non Blevine de Glocedun issi a non cist chastials ou nos somes|A ces paroles qu il disoient es vos I escuier	que asi a nombre el castillo enque estamos Ellos	217
211	qui laiens entre	ansi fablando llego vn escudero porla puerta	218
212	si s agenoille devant la damoisele	e finco los ynojos ante la donçella	219
213|214	Dame fet il la damoisele de Honguefort vostre cosine vos salue|et vos mande qu ele vient herbergier o vos	e dixole señora la donçella de hongeforte vos ymbia a saludar	220
215	Et quant cele l entent		
216	si saut sus	e ymbiavos deçir	221
217	si liee	que esta noche ven conbusco albergar	222
218|219	et si joiose|que nule plus	e quando la donçella esto oyo fue muy alegre	223
220	et demande al vaslet ou ele est	e pregunto al escudero	224
221|222	Dame|fet il a mains de demie lieue pres de ci	do era señora dixo el escudero yo la dexe a media legua de aqui	225
223|224	Et ele fet maintenant sa sele metre|et dist qu ele ira encontre li;	e la donçella mando	226
225|226	si monte|et maine o li	luego ensillar	227
227|228	VI|chevaliers	e fuese con seis caualleros ala rreçebir	228
229	et Illl		
230	en laisse		
231|232	por fere compaignie a Boort ;|si se part atant de laiens	e dexo a boores con quatro caualleros porle fazer conpaña	229
233	Mes Boors		
234|235	qui les noveles a of̈es de cele de Honguefort|si ne set	e quando boores sopo quela donçella de ongeforte venia no sabia	230
236	que fere	que façer	231
237	kar se il remaint laiens ne puet estre		
238|239	que l en nel conoisse|et ce ne voldroit il	ca no queria aquelo conoçiese	232
240	por rien:	si pudiese ser	233
241|242	si pense longuement a ceste chose|Quant il ot une piece pensé	e penso	234
243	si se drece en estant	asi enesto mucho	235
244|245	et demande ses armes tost|et isnel	e a cabo de Pieça demando sus armas señor dixeron los caualleros	236
246	Sire font cil		
247	qui avec lui estoient qu en volés vos fere	que conel estauan|que para	237|238
248|249	? — Je me vueil|fet il un poi aler esbatre jusqu a cel boschel	que las queria yo me Quiero armar dixo boores Porme yr a solazar a aquel montezillo	239
250	si revendrai orendroit	e luego me tornare	240
251	Cil n osent son commandement refuser	e ellos no osaron su voluntad contradeçir	241
252	si aportent ses armes		
253	et il les prent	e truxeronselas	242
254	Et quant il est armés	e el se armo|e desque fue armado salio porvn postigo	243|244
255	si monte en son cheval a	que estaua contrael monteçillo|e no quiso	245|246
256	si se part de laiens par une posterne par devers le boschel ne ne velt	que fuese conel ninguno|e desque fue vn poco alongado Metiose porvna floresta	247|248
257	que nus li face compaignie	que vido muy espesa|quanto el cauallo lo pudo lleuar	249|250
		e el	251
		ansi yendo oyo vna canpana tañer	252
		e luego cuido quela tañian en alguna hermita	253
258	Et quant il est l	e el fue alla	254
259	poi eslongiés del chastel	e desque llego ala hermita llamo fastaque el hermitaño le vino a abrir|e acogiolo	255|256
		porque vido	257
		que hera cauallero andante	258
		e el mesmo lo ayudo a desarmar	259
		e desque lo ovo desarmado cogio dela yerua Parael cauallo	260
		Ansi finco enla hermita	261
		e la donçella de glaçedon andubo tanto fastaque encontro ala señora de ongeforte	262
		e ellas se saluaron	263
		e la donzella De glazedon se marauillo mucho	264
260	si torne a destre vers une forest qu il voit haute	quando vido|asi venir asu parienta	265|266
		e a todas su conpaña	267
261	et espesse	e preguntaronle la Razon|porque hera aquello	268|269
		asi e la donzella de ongeforte selo conto todo de cabo a cabo Como le contesçio conel cauallero	270
262	et s en vet al ferir des esperons;	e mi buena parienta bien sabed	271
263	si se fiert en la forest	que el es el|mas fermoso cauallero	272|273
		que nunca vi	274
264	et eirre tant qu il li anuite ;	e nunca quedare de andar|asi fasta quelo falle	275|276
		ca sabed	277
		que el es el mejor cauallero Del mundo	278
265	et lors escote	e mas cortes	279
		e es muy niño	280
266	si ot une cloche soner	e quando me mienbro dela descortesia|e dela villania	281|282
		que contrael fiz el corazon seme quiere quebrar enel cuerpo Pardios mi buena parienta dixo la dueña de glozendo mucho vos a acasesçido buena ventura	283
267	et il sot bien tantost	e ami non a venido menor|e luego le conto	284|285
		como auia acaesçido conel Cauallero	286
268	que c estoit hermitages:	que conella albergara	287
269	si s en torne cele part	mas bien sabed|que es el	288|289
270	et descent a l uis	mas fermoso cauallero	290
271	si apele	Que Nunca vi	291
272	et li hermites li oevre son huis	e es muy mançebo|e luego le conto las façiones del tanto quela dueña de ongeforte entendio	292|293
273	si a le reçoit a bele chiere	que hera el cauallero|que ella andaua buscando	294|295
274	et le desarme il meismes	e mucho sele tardaua delo ver|asi fueron ental manera fablando	296|297
