200|201	Et quant il orent mengié|a damoisele demande a Boort comment il avoit non ét ¡l dist qu il avoit non Boors li Essilliés	Et quant il orrent mengie: la damoisele demande comment il auoit non	247
202	Et vos fet il	etil li dit	248
203	damoisele quels est li vostre nons		
204|205	? — Sire fet ele|je ai non Blevine de Glocedun issi a non cist chastials ou nos somes	et uos comment fait il damoisele Sire fait ele iai non uenyne de glocedras ainsis a non li chastias ou nos somes A ses paroles	249
206	A ces paroles qu il disoient es vos I escuier	que il dissoient euousa|escuer	250|251
207	qui laiens entre	qui laiens entre	252
208	si s agenoille devant la damoisele	et sa genoille deuant la damoisele	253
209	Dame fet il la damoisele de Honguefort vostre cosine vos salue	Dame fait il madame la damoisele De honguefort uostre cousine uous salue	254
210	et vos mande qu ele vient herbergier o vos	Et uous mande|que ele uient herbregrer o uus	255|256
211	Et quant cele l entent	Et quant cele lentant	257
212	si saut sus	si saut sus	258
213	si liee	si lie	259
214|215	et si joiose|que nule plus	et si ioeuse con ele puet plus	260
216	et demande al vaslet ou ele est	et demande au uarlet ou ele est	261
217|218	Dame|fet il a mains de demie lieue pres de ci	Dame fait il a mains de demi lieu pres de ci	262
219	Et ele fet maintenant sa sele metre	et ele fait maintenant sa sele mestre	263
220	et dist qu ele ira encontre li;	et dit|que ele ira encontre	264|265
221	si monte	Si monte	266
222	et maine o li	et mai̾na	267
223|224	VI|chevaliers	ui cheualiers auecques li	268
225	et Illl	et|iiii	269|270
226	en laisse	en laisse	271
227	por fere compaignie a Boort ;	por faire compangnie a behort	272
228	si se part atant de laiens	si se part de laiens	273
		entre li	274
		et sec cheualiers	275
229	Mes Boors	Mais behort	276
230|231	qui les noveles a of̈es de cele de Honguefort|si ne set	qui les noueles ot oiez de cele de honguefort ne set	277
232	que fere	que faire	278
233	kar se il remaint laiens ne puet estre	Car cil remaint laiens il ne puet estre	279
234	que l en nel conoisse	que len ne le quenoisse	280
235	et ce ne voldroit il	et si ne uodroit ce	281
236	por rien:	por rien	282
237	si pense longuement a ceste chose	Si se pance longuement ace	283
238	Quant il ot une piece pensé		
239	si se drece en estant	et se dresce en estant a ce	284
240	et demande ses armes tost	et demande ses armes|tost	285|286
241	et isnel	et inel	287
242	Sire font cil	Sire font cil	288
243	qui avec lui estoient qu en volés vos fere	qui auec lui estoient quen uoles uos faire	289
244	? — Je me vueil		
245	fet il un poi aler esbatre jusqu a cel boschel	Ie men ueil fait il aler|i pou esbare iusqua cele forest	290|291
246	si revendrai orendroit	et reuandrai orendroit	292
		et cil	293
247|248	Cil n osent son commandement refuser|si aportent ses armes	qui nosent son Ꝯmandement escondire Li aportent	294
249	et il les prent	et il les prant	295
250	Et quant il est armés	et quant il est armes	296
251	si monte en son cheval a	si se part de laiens par la poterne par deuers|i	297|298
252	si se part de laiens par une posterne par devers le boschel ne ne velt	bochet|si ne uoet	299|300
253	que nus li face compaignie	que nus li face compongnie	301
		et	302
254|255	Et quant il est l|poi eslongiés del chastel	quant il est i po eslongniez dou chastel	303
256	si torne a destre vers une forest qu il voit haute	si torne a destre par deuers une forest haute	304
257	et espesse	et espesce	305
258	et s en vet al ferir des esperons;	et sen ua au ferir des esperons	306
259	si se fiert en la forest	Si se fiert en la forest	307
260	et eirre tant qu il li anuite ;	et erre tantquil li anuitie	308
261	et lors escote	et lors escoute	309
262	si ot une cloche soner	si oit une cloche soner	310
263	et il sot bien tantost	et il seit bien	311
264	que c estoit hermitages:	que cest hermitages	312
265	si s en torne cele part	si se torne cele part	313
266	et descent a l uis	et descent a luis	314
267	si apele	et apele	315
268	et li hermites li oevre son huis	et li ermites li ouure	316
269	si a le reçoit a bele chiere	et le resoit a mout bele chiere	317
270	et le desarme il meismes	et le desarme il meismes	318
271	puis vet cueillir de l erbe al cheval	et puis ua cuillir de lerbe il meismes|por le cheual	319|320
272	et por fere lit al chevalier	et por faire lit au cheualier Ainsi est bohort retrais chies lermite|et la damoisele de glocdon cheuauche	321|322
273	et la damoisele de Glocedun chevalcha tant a qu ele encontra cele de Honguefort;	quant ele fu partie de son chastel|tant que ele encontre la damoiselle de honguefort	323|324
274	si s entresaluent	si sentre saluent	325
275	mais molt se merveille cele de Glocedun	mais moult ce merueille la damoisele de glocedun	326
276	quant ele voit sa cosine	quant ele voit sa cosine	327
277	si atornee	si atornee	328
278	et tote sa maisnie:	et tote sa mainiee ausi	329
279	si li demande l acheison	Si li a demande lacoison	330
280	et cele li conte de chief en chief	et cele len conte la uerite de chief en chief	331
281	et dist	et dit	332
282	que jamés ne finera d errer jusqu el ait le chevalier trové	que iamais ne finera derrer|tant que ele ait le cheualier troue	333|334
283	et bien sachiés fet ele bele cosine	et bien sachiez bele cosine	335
284	que c est li plus bials chevaliers	que cest li muxdres cheualiers	336
285|286	et li mieldres|que je onques mes veisse	et li plus biax dou monde	337
287	et si est encore jovenes enfés;	et si est encore iones enfes	338
288	si ai tel duel	Si ai tel duel	339
289	quant il me membre de la vilenie	quant ie mamenbre de la uilenie	340
290	que je fis qu a poi	que ie li fis: ca pou Li cuers ne me part	341
291	que li cuers ne me part el ventre	En non dieu bele cosine fait cele de glocedun|Si uos auint bele auanture: il ne mest pas hui auenue mains bele	342|343
292	Si li conte tot ensi com il li estoit avenu	Si li conte coument il li est auenu	344
293	et dist qu ele a le chevalier herbergié	et dit|que ele a le cheualier herbregre	345|346
294	mais bien sachiés fet ele	et bien sachiez	347
295	que c est li plus bials chevaliers	que cest li plus biax cheualiers	348
296	que je onques mes veisse	que ie onques ueisse	349
297	et jovenes durement ;	et iosnes durement	350
298	si li devise sa façon	Si li deuisse sa fason	351
299	et son grant	et son grant	352
300	et sa mesure tant qu a cele de Honguefort est avis	et sa mesure|Tant que a cele de honguefort est auis	353|354
301	que c est cil qu ele quiert	que ce est cil|que ele quiert	355|356
302	si li tarde molt qu ele le voie	si li tarde moult quele le uoie	357
		ainsi cheuauchent	358
303	si descendent la damoisele molt honorement	tant que au chastel sont uenues|Si dessandent la damoisele de honguesfort moult honorablement	359|360
304	et molt font grant joie de li	et moult font grant ioie de li	361
305	Et lors sont montees el palés;	et lors sont montees el palais amont	362
306	si demande cele de laiens ou ses ostes est	Si demande cele de laiens ou ses ostes est	363
307|308	Par foi font|si chevalier ¡l s en vet orrendroit tos armés fors de cest chastel	par foi font cil cheualier il sen ua maintenant tous armes fors de cest chastel	364
309	mais il nos dist qu il revendroit tantost; n onques	mais il nous dit|que il reuanroit tantost	365|366
		ne onques	367
310	por nul pooir ne volt soffrir	por nul pooir ne uost souffrir	368
311	que nus de nos alast avec lui	que nus alast auec lui	369
312	—		
313|314	Quel part s en ala il|? fet ele	que part sen ua il fait ele Dame font il uers cest bochet	370
315|316	— Dame font il vers cel boschel|— Or tost fet ele montés alés aprés lui	Or tost montes illec apres	371
317	si le nos ramenés	si le nous ramenez	372
318	Lors sont monté li X	Loes sont monte|x	373|374
319	chevalier	cheualier	375
320	et vienent jusqu al boschel	et uiennent iuscau bochet	376
321	si le cerchent amont	si le serchent amont	377
322	et aval mes del chevalier ne pueent riens trover		
323	si en sont molt irié		
324	et dolent	et aual	378
325	et mandent a lor dame qu il ne le pueent trover	mais del cheualier ne pueent point trouer	379
326	En non Dieu fet ele ensi ne remandra il pas	En non dieu fait ele ainsi ne remandra il pas	380
327	Si monte	si mente ele	381
328	et tote sa maisnie	et coure sa mainie	382
329	et commande a cerchier le bois de totes pars	et comande a cenhier le bois de toutes pars	383
330	et il en font son commandement	Et il font son commandement	384
331	Mais tot ce ne lor valt riens	Mais tout ce ne lor uaut rien	385
332	kar il n'em puent avoir nul asenement a	Car il ne pueent trouer nul a lanement dou monde	386
333	Quant ele vit ce	Quant ele uoit ce:	387
334	si s en retorne en son chastel dolente	si en retorne en son chastels	388
335	et corociee		
336	et conte a cele de Honguefort comment ses ostes s en estoit alez	et conte a cele de honguefort comment ses ost en est alez	389
337	puis demande a cels de laiens Bials seignors	et puis demande a ciax de laiens oiez signor	390
338	quant s em parti il — Par foi dame font il	quant sen ala il|Par foi dame	391|392
339	si tost com il vos en vit aler	si tost con il uous en uit aler	393
340|341	et dist qu il revendroit tost|— Par foi fet ele gabez nos a	et dit quil reuandroit tost par foi signor gabe nos A	394
342	Lors demanda cele de Honguefort quels armes il portoit	Et lors demanda cele de honguefort ques armes il a	395
343	et ele li devise	et cele li deuise	396
344	En non Dieu fet ele je te trovai hui matin a l entree d une forest mes il ne portoit mie tel escu com cil	En non dieu fait Se ioe lencontrai hui matin a lantree dune forest|mais il ne portoit mie tel escu	397|398
345	que je quier	comme cil	399
346	— Bele cosine fet cele de laiens il le puet bien avoir changié	que ie quier bele cousine fait cele de Iaiens il le puet bien auoir changie	400
347	et je vos di al mien cuidier	puis et ie uos di au mien cuidier	401
348	que ce est cil	que cest ciz	402
349	que vos querez :	que uus querez	403
350	si vos prie	Si uous pri	404
351	que vos me laissiés o vos aler	que uous me laissiez a uos Aler	405
352	tant que trové l aions	tant que troue laions	406
353	et lors savrai l acheison	et lors saurai locoson	407
354	por quoi il laissa mon ostel a tel ore	por coi il a laisier mon ostel a tel eure	408
355	— Il m est molt bel fet cele de Honguefort	il met moult bel fait cele de hongefort	409
356	que vos i viegniés	que uous i uangnerez de	410
357	puis qu il vos plest	que il uos plait	411
358	Ensi remistrent la nuit laiens	Ainsi remesent laiens la nuit	412
359	et al matin	et au matin	413
360|361	si tost com eles ! virent le jor|si leverent	si tost comme eles uirent le ior: se leuerent	414
362	et se partirent del chastel	et se partirent del chastel	415
363	et entrerent en la queste de lor chevalier	Si entrent en la quese de lor cheualier	416
364	Mais or laisse atant li contes a parler d eles	mais or laisse li contes a parler atant deles	417
365	et de Boort	et de behort	418
366	et retorne a parler de Lancelot la ou il est entrez en la forest de Sarpenic	et retorne a parler de lancelot|la ou il est entrer en la forest de sarpenic GRant chaut cedit li contes fist le ior	419|420
367|368	si com li contes a devise ariers|Or dist li contes qu il fist grant chaut le jor	que lancelot	421
369	que Lancelos entra en la forest de Sarpenic	entra en la foret de sarpenic	422
370	et por ce ne remest il mie qu il ne chevalchast jusqu à none;	et por ce ne remest il pas|que lancelot ne cheuanchast iusques a none	423|424
371	si li avint ensi qu il n encontra home ne feme jusqu al vespre;	Si auint quil nancontra home ne fame iuscau uespre	425
372	mais lors sans faille	mais lors sans faille	426
373	si com il dut issir de forest	Si comme il dut issir de la forest	427
374	qui tot le jor li ot duré encontra une damoisele	qui tote ior li ot dure|Si encontra une damoisele	428|429
375	qui molt faisoit grant duel	qui moult faissoit grant duel	430
376	et chevalchoit I	et cheuauchoit|i	431|432
377	palefroi noir a molt riehe lorain	palefroi noir a moult riche lomin	433
378	et a molt cointe sele de l'oevre d Engleterre	et a moult riche cele de lueure dangeterre	434
379	Il salue la damoisele	Il salue la damoisele	435
380	et ele lui	et ele autresi lui	436
381	Damoisele fet il	Damoisele fait lancelot	437
382	kar me dites s il vos plest	car me dites ore ce il uos plait	438
383	por quoi vos plorés	que uos auez|et por coi uus plorez	439|440
384	— Certes sire fet ele se je i' cuidoie avoir preu je le vos diroie	Certes sire fait ele se ie i cuidoie auoir preu ie le uos diroie	441
385	— Damage fet il ll i avrez vos ja se Dieu plest	Damage fait il ni aurez uos ia se dieu plait	442
386	mais dites le moi par covent que se je vos	Mais dites le moi par couant	443
387	puis aidier a vos esleecier je vos aiderai a mon pooir	que ie uos en aiderai a eslaicier|a mon paoir ce ie uos en	444|445
		puis aidier	446
388	donc le vos dirai je	En non dieu sire fait ele|dont ie uos dirai ge	447|448
389	ll est voirs	Il est uoirs	449
390	que Meleagans li fiz al roi Baldemagu ala a la cort le roi Artu	que meleagant li fiz le roi bademagu ala oan a la cort le roi artu	450
391	por la roine Genievre conquerre s il peust;	Por la roine reconquerre ce il peust	451
392	et endementiers fist tant une damoisele	et andementiers fist tant une damoisele	452
393	qui estoit	qui estoit suers meleagan:	453
394|395	? sa suer qu ele geta Lancelot d une tor ou Meleagans l avoit mis en prison ne sai|por quoi	que ele ieta lancelot dune tor ou meleagans lauoit mis en prison	454
396	Quant ele l ot delivré		
397	si le tint avec li tant qu il fu garis		
398	kar molt avoit eu mesaise en la prison		
399	et puis l envoia a la cort le roi Artu ou il ocist Meleagan ce savons nos or bien	et puis lenuoia a la cort le roi artu ou il ocit|meleagant ci sauons nos ore bien	455|456
400	Mais si tost com li parent sorent qu ele avoit Lancelot osté de la prison	mais si tost com cil parent sorrent|que ele auoit iete lancelotde prison;	457|458
401	si distrent qu ele l avoit fait	si dirrent|que ele lauoit fait	459|460
402	por Meleagan ocirre;	por mes|ocirre	461|462
403	si le pristrent a force	Si la prissent a force	463
404	et l acheisonerent de sa mort	et locoisonent de sa mort	464
405	et distrent que s ele ne trovoit	et dirent|que cele ne trouoit	465|466
406	qui l en desfendist		
407|408	qu'il feroient de lui justice|si grant com l en doit fere de cele	qui la desfandit quil feroient de li iustice tele con len deuoit faire de fame	467
409	qui son frere ocist	qui son frere ocist	468
410	Et ele dist qu ele troveroit bien	et ele dist|que le troueroit bien	469|470
411	qui la desfendroit:	qui la desfanderoit	471
412	si mist jor d amener I	Si mist ior damener|i	472|473
413	chevalier	cheualier	474
414	por li desfendre	por li desfandre	475
415	si s est	Si cest	476
416	puis porchaciee en Pluisors liex	puis porchacie en plusors lieus	477
417	mais onques ne trova chevalier	mais onques ne troua cheualier	478
418	qui ses armes en osast prendre contre celui	qui ses armes en ossast prandre encontre celui	479
419	qui apelee l avoit	qui apelee len auoit	480
420	Or	Or	481
421	si est tant la chose alee	si est tant la chose alee	482
422	que li jors est aterminés a hui ;	que li iors fu A termines a hui	483
423	si n a trové la pucele nul desfendeor	Si ne trueue la pucele nul desfandeor	484
424	et por ce dient li un	et por ce dient|et li un	485|486
