100|101	ne ergo ignis per quaecunque contraria agentia impediretur, |ne per leuitatem in proprio loco quiesceret, 	Ne ergo ignis perqueo aqͣria agnontia inpedireturne per per leuitatem in propͥo loco qui esc e̾t dedit einͣ pomcale factiuamut 	72
102	dedit ei natura potentiam calefactiuam, 		
103	ut per eam resisteret, et ageret in contraria corruptiua. 	per ean resistere̾t tagent |in contrana corruptiua. 	73|74
104|105	Si ergo igni, |et rebus inanimatis natura dedit duplicem potentiam, 	Si igitur igni et rebus maniatis nͣ dedit duplicest potentiam. 	75
106	unam per quam adipiscuntur propriam quietem, 	unam per quam a dipiscunt prop̾am |qui etem. 	76|77
107	et aliam per quam agunt in prohibentia et contraria: 	et aliam per quam agunt in probibentia et contraria. 	78
108	multo magis hoc dedit animalibus. Tribuit ergo eis duplicem appetitum sensitiuum, 	multo mager hoc dedita łibi. tͥbuitergo cister ͥplicem appetitum sensitium. 	79
109	unum per quem prosequuntur propriam quietem, 	unum per quod ̃ꝯsequnt prop̾amqui etemi propͥam 	80
110|111	et propriam delectationem, |ut concupiscibilem: 	delectationem.ut concupisciłem 	81
112|113	et alium per quem resistunt, |et aggrediuntur prohibitiua, 	et alium per quod ̃resistum tet aggrediunt perbitiua 	82
114	ut contraria, 	et contrarina 	83
115	ut irascibilem. 		
116|117	Ita quod concupiscibilis se habet sicut leuitas, |vel grauitas, 	ut uasciᷝͤita 	84
118|119	in leuibus, |et grauibus. Irascibilis vero se habet quasi caliditas, 	quod concupisci uelseht sicut leuitas łgniuitaᷤ. inleuibus et grauibus. Irasciuo se habent. quod. caliditas et frigi ditas lei. slam sicut grauia psgrauitatem recedunt a locosur sum tanquam anon ꝯ̾ente 	85
120|121	vel frigiditas in eis. |Nam sicut grauia per grauitatem recedunt a loco sursum tanquam a non conueniente, 	ettendunt 	86
122|123	et tendunt in locum deorsum tanquam ad locum conuenientem, |et conformem: 	in locum deorsum tanquam ad locum ꝯͥeutem 	87
124|125	per frigiditatem vero resistunt contrariis, |ne corrumpantur a propria natura, 	et ꝯfor̃em. per frigiditatemuoresis tunt contrariisne coriunpanta propianͣ 	88
126	et deserant propria loca, 	et deẜant propia loca 	89
127	et propriam quietem. 	et propiam |qui etem. 	90|91
128	Sic animalia per concupiscibilem fugiunt mala tristia, 		
129|130	et prosequuntur bona delectabilia. Per irascibilem vero aggrediuntur contraria, |quae possent ea ab huiusmodi delectationibus prohibere. 	sic alia per concupisciͥͤfugiunt malaterstia et prosequmt hona delcanbilia. perira sciᷝ ͤuero aggrediuntur qͣtiaque possent enam abhuius delcantionibus probibere. 	92
131	Ut Leo per concupiscibilem pergit, 	ut leo per concupisciͤͬpergit 	93
132	ut prosequatur cibum 	ut proseqͣturcibum 	94
133	tanquam quid delectabile: 	tanquod ͦad delcanbile. 	95
134	per irascibilem vero aggreditur animalia illa volentia ipsum prohibere in cibo adepto. 	periras ciblemuero aggreditur ałla uolentia ip̃m prohibe in ciboa de p̃to. 	96
135	Propter quod bene dictum est, 	pp̃quod benedeum est 	97
136	quod concupiscibilis respicit bonum, 	quod concupis uel respericit bonum 	98
137	et malum 	et malum 	99
138	secundum se: 	secundum se. 	100
139	irascibilis vero respicit bonum, 	Irasciueluo respic̾bonum 	101
140	et malum inquantum habent rationem difficilis, 	et malum in quam habentiem difficilem 	102
141	et ardui. Nam cum bonum 	et ardui. |Nam cum bonum 	103|104
142	secundum se dicat prosequendum, 	secundum sedicat 	105
143	malum vero quid fugiendum: 	quid perseqnonder. malum uero 	106
144	concupiscibilis, 	quid fugiendum. concupique 	107
145	quae secundum se tendit in quietem 	secundum setendit inquietem 	108
146	et in bona delectabilia, 	et in bona delcanbilia 	109
147|148	et fugit mala tristia, |pro obiecto habet mala, 	et fugit mala tͥstia proobo habent bona 	110
149	et bona sensibilia 	et mala sensibilisẜ 	111
150|151	secundum se considerata. Irascibilis vero, |secundum quam aggredimur, et resistimus prohibentibus, 	seiusnderata. 	112
152|153	et nociuis, |tendit in bona, et mala sensibilia, 	Irascilem uo 	113
154	non secundum se considerata, 	secundum quam agger dimus 	114
155	sed ut habent rationem ardui, et difficilis: 		
156|157	nam arduitas, |et difficultas potissime sunt repugnantia, 	et resistimus probibentibus 	115
158|159	et prohibentia, |ne possimus consequi bonum, 	et uociuistendit in bona 	116
160	et vitare malum. 	et mala sensiͥꝰ 	117
161|162	Imperfecto ergo egisset natura, |si dedisset animalibus concupiscibilem, 	non secundum se ꝯuideratasi 	118
163|164	per quam vitarent mala, |et prosequerentur bona, 	ut ben etrone m ardui et difficilem. Nanarduitas 	119
165|166	nisi dedisset eis irascibilem, |per quam aggrederentur impedientia delectationem illam: 	et difficłtas potis sime sunt repugntia et prohuntiane possimus ꝯse 	120
167	ut igitur animalia, 		
168|169	secundum modum sibi conuenientem, |prout bene possint delectari per concupiscibilem, 	qui bonum et uitar ̾eli malum. imperfcem igitur egissinͣside dissetalibus concupisciᷝͤͤper 	121
170	data est eis irascibilis, 	quam uitarent niala 	122
171	per quam resistant, 	et prosequerent 	123
172|173	et aggrediantur impedientia delectationem illam. Duplex est ergo appetitus sensitiuus, |irascibilis, 	bona.nis ide dissi eisirasciᷝ ͤper quam agg̃derent ipedientiadelectationem illam.d upłt est ergo appetitus sensitiuusiasci᷑ et concupis appetitur ꝰas iutellectuꝰ 	124
174	et concupiscibilis. Appetitus autem intellectiuus, 		
175|176	qui dicitur voluntas, |remanet indiuisus. 	quidicitur uo luntas renianem inderisus . 	125
177	Nam cum intellectus uniuersaliori modo respiciat suum obiectum quam sensus, 	Nam cun iutllcuns ueliori modo respiciatsuum obmquam 	126
178	appetitus intellectiuus, 	seusus appetitiuus iutellectuuꝰquisequitur 	127
179|180	qui sequitur intellectum uniuersaliori modo, |fertur in bonum, 	intellectum ueliori modo fert in bonun 	128
181	quam appetitus 	quam appetitus 	129
182	secundum sensum: 	secundum sensum. 	130
183|184	et quia quanto aliquid |sub uniuersaliori modo accipitur, 	et qrqnͣto asd sibiue liorimoo accipitur 	131
185	tanto unum 		
186|187	et idem existens ad plura se extendit, |licet appetitus sensitiuus sit alius, 	tantoium etiderexuns ad płase extendit licet appetitus sensitiuus sit alłꝰtal sꝰ 	132
188	et alius, 		
189|190	secundum quem prosequimur delectabilia, |et secundum quem aggredimur terribilia: 	secundum quod ̃prosequi delc anbiliaẜ sen sunta ggnidimur terribilia. appetitust non intełlectus ꝰuꝰ 	133
191|192	appetitus tamen intellectiuus unus, |et idem existens fertur in omne bonum intelligibile. 	et iderex non sfert᷑ in om̃e honum intlhoc iᷝ ͤ. 	134
193	Non ergo est alius appetitus intellectiuus, 	non ergo est alius appetitus intellctuelsecundum 	135
194|195	secundum quem prosequimur bona delectabilia per intellectum, |et aggredimur bona ardua: 	quod ̃ prosequimbona delcanbilia per intilam̃et aggd int bona ardua. 	136
196	sicut est alius appetitus sensitiuus, 	sicut est alius appetitus sensit uel 	137
197	secundum quem prosequimur bona sensibilia delectabilia, 		
198|199	et aggredimur terribilia. |Quare si omnis virtus moralis, vel est in intellectu, 	secundum ̃quod ̃prosequi bona sensiᷝͦ delcanbiliat aggerͥ diuiterribilia. qrͣsi omnis uirtus moralem uelen in iatellectu uelin appetitu. 	138
200|201	vel in appetitu: |et appetitus alius intellectiuus 	et appetitus alius em intelsctuꝰ uelno luntas. 	139
202	ut voluntas, 		
203	alius est sensitiuus: 	alius sensitus ꝰ. 	140
204|205	et hoc duplex, |irascibilis scilicet, 	et hdu p̃.irascilems. 	141
206	et concupiscibilis: 		
207|208	oportet omnem virtutem moralem, |vel esse in intellectu, 	et concuperis uelo oenm uirtutenmoralem uel esse in intellectum uelin uoͭͤ uel inirascilem uel in concupis ᷝͥ accipiendogni uirtutem moralem large 	142
209	vel in voluntate, 		
210	vel in irascibili, 		
211|212	vel in concupiscibili. Accipiendo ergo virtutem moralem large prout ipsa prudentia dicitur quaedam virtus moralis, |dicere possumus 	prout ipsa prima dentia diciturque damuirtus moralem dic̃empossumus 	143
213|214	quod secundum has quatuor potentias animae in quibus habet esse virtus, sumptae sunt quatuor Virtutes Cardinales; |videlicet, Prudentia, 	quod ẜbas.iiii. poͣsanime inquibus habent esse uirtus sumpte sunt.iiii. uirtut es cardinale s. spͣden. iusticia. fortitudo et 	144
215|216	Iustitia, Fortitudo, et Temperantia. |Nam Prudentia est in intellectu, 	temperantia.Nam pͥdentia est in intellectu. iusticia inuo ͭ ͤfortiᵈ ͦ 	145
217	Iustitia in voluntate, 		
218|219	Fortitudo in irascibili, |Temperantia in concupiscibili.	in nasci ᷝͥ tenperanͣ in concupisciblem.	146
