113	et aggrediuntur prohibitiua, 	et aggͤderentur prohibenecia 	92
114	ut contraria, 	et	93
115|116	ut irascibilem. |Ita quod concupiscibilis se habet sicut leuitas, 	contraria.utirastibilem.ita quod concupi habent 	94
117|118	vel grauitas, |in leuibus, 	se sicut łuit aslem grauitas in grauibus uelłuibus 	95
119|120	et grauibus. Irascibilis vero se habet quasi caliditas, |vel frigiditas in eis. 	.irasciuero se habent. q.c aliͭͧ. frigi in eis: 	96
121|122	Nam sicut grauia per grauitatem recedunt a loco sursum tanquam a non conueniente, |et tendunt in locum deorsum tanquam ad locum conuenientem, 	Nam sicut grauia per grauitatem recedunta loco deor sum tamqͣa non ꝯͥente 	97
123	et conformem: 		
124|125	per frigiditatem vero resistunt contrariis, |ne corrumpantur a propria natura, 	et tendunt deor suntanqͣ ad locum ꝯͥentem et ꝯformem. per fr̃idiet uͦresistunt contrariisne corrunpantur a properͥ 	98
126|127	et deserant propria loca, |et propriam quietem. 	an aturaet locade autem properͥa et propͥam quierem. 	99
128|129	Sic animalia per concupiscibilem fugiunt mala tristia, |et prosequuntur bona delectabilia. Per irascibilem vero aggrediuntur contraria, 	sic animalia per concupistiͥꝯ fugiunt malatͥstia et prosecuntur boande lecta ᷝͥͣperiinstiͥ etuͦ aggre diuntur contrariaque posset ̃abhuius delectatus prohibere: 	100
130	quae possent ea ab huiusmodi delectationibus prohibere. 		
131	Ut Leo per concupiscibilem pergit, 	leo eͥ per concupistiͥ |et pergit 	101|102
132|133	ut prosequatur cibum |tanquam quid delectabile: 	ut per seqͣtur cibum tanquam aͥd delecta: 	103
134|135	per irascibilem vero aggreditur animalia illa volentia ipsum prohibere in cibo adepto. |Propter quod bene dictum est, 	perirasci etuͦ aggerdr̾uolecia ip̃m prohibere aciboadepto. per per qderd tm̃est bene. 	104
136|137	quod concupiscibilis respicit bonum, |et malum 	quod concupisci᷑ respicit bo non et malum 	105
138	secundum se: 	secundum se. 	106
139	irascibilis vero respicit bonum, 	sed nastiͥ respicit bonon et ma łin 	107
140	et malum inquantum habent rationem difficilis, 	quam habent |rationem dificilem et ardui 	108|109
141	et ardui. Nam cum bonum 	Nam cun bononẜse dicat 	110
142|143	secundum se dicat prosequendum, |malum vero quid fugiendum: 	quid persequendum . malem uero quid fugiendum. 	111
144	concupiscibilis, 	concupisciqui 	112
145	quae secundum se tendit in quietem 	secundum setendit inquierem 	113
146|147	et in bona delectabilia, |et fugit mala tristia, 	et in bona delecta et fugit malat ͥstia habent pro ob̾o bona et mala sensibli̾a 	114
148	pro obiecto habet mala, 	secundum seꝯsiderata. 	115
149	et bona sensibilia 	Ira sciuero 	116
150|151	secundum se considerata. Irascibilis vero, |secundum quam aggredimur, et resistimus prohibentibus, 	secundum qͣ aggnidimur 	117
152|153	et nociuis, |tendit in bona, et mala sensibilia, 	et resistius ̃prohibentibus et nociuis ettendit in bona. 	118
154|155	non secundum se considerata, |sed ut habent rationem ardui, et difficilis: 	sensilius 	119
156|157	nam arduitas, |et difficultas potissime sunt repugnantia, 	et mala non secundum se ꝯsiderata 	120
158|159	et prohibentia, |ne possimus consequi bonum, 	sed ut habentrom̃ardui 	121
160	et vitare malum. 	et difficilem. 	122
161|162	Imperfecto ergo egisset natura, |si dedisset animalibus concupiscibilem, 	namar dua potissiem st̃prohibencia 	123
163|164	per quam vitarent mala, |et prosequerentur bona, 	et re pugnanciane possius ̃ꝯsequi bonon et uitare malum. in perfcemueroegis set nͣ side diss et animalibus concupistiͥ per qͣuitatemt mala 	124
165|166	nisi dedisset eis irascibilem, |per quam aggrederentur impedientia delectationem illam: 	et prosequerentur bonaniside diss et eis etiraslem perqͣ aggderentur inpedienͣ delecta 	125
167	ut igitur animalia, 	conemillam.ut igitur animalia 	126
168|169	secundum modum sibi conuenientem, |prout bene possint delectari per concupiscibilem, 	secundum moder sibi ꝯͥent est plene possint 	127
170|171	data est eis irascibilis, |per quam resistant, 	delectaͥ per concupistibus data est eisirasci per quam aggͤdiantur in pedienͣ abeader. 	128
172	et aggrediantur impedientia delectationem illam. Duplex est ergo appetitus sensitiuus, 	Du̽ est ergo appetitus sensitiuusirasti. 	129
173|174	irascibilis, |et concupiscibilis. Appetitus autem intellectiuus, 	ui delicet 	130
175|176	qui dicitur voluntas, |remanet indiuisus. 	et concupisti appetitus autem intlłicinꝯ quiderruo ͭͧͦ remanem indinsꝰ. 	131
177|178	Nam cum intellectus uniuersaliori modo respiciat suum obiectum quam sensus, |appetitus intellectiuus, 	Namcun intllectus ueliorimo dorespiciat suum ob̾mquam sens ꝯ. appetita intlłttius 	132
179|180	qui sequitur intellectum uniuersaliori modo, |fertur in bonum, 	qui seq᷑ intllectunue liori mo doftͦ in bonum qͣ appeͭꝰsecundum sens etquer quam toad sens ue liori modo acci pr̾tanto un un et iderex non s 	133
181	quam appetitus 		
182|183	secundum sensum: |et quia quanto aliquid 	ad plura se extendit. 	134
184	sub uniuersaliori modo accipitur, 		
185	tanto unum 		
186|187	et idem existens ad plura se extendit, |licet appetitus sensitiuus sit alius, 	licet appeꝰsensum ꝯdindatur ut dcm̃est. appetitust non intllectius unꝯ etiderex non sft inoneboͫut intlłi᷑ Nc̃ ergo est alius appetitum us intellectinꝯ 	135
188	et alius, 	secundumquem 	136
189|190	secundum quem prosequimur delectabilia, |et secundum quem aggredimur terribilia: 	per sequimur 	137
191|192	appetitus tamen intellectiuus unus, |et idem existens fertur in omne bonum intelligibile. 	bona delecta ͥͣ 	138
193|194	Non ergo est alius appetitus intellectiuus, |secundum quem prosequimur bona delectabilia per intellectum, 	secundum intlłmet 	139
195|196	et aggredimur bona ardua: |sicut est alius appetitus sensitiuus, 	aggredimur boͣardua sicut estaꝰ appeͭꝰsensicius̃ 	140
197|198	secundum quem prosequimur bona sensibilia delectabilia, |et aggredimur terribilia. 	secundum 	141
199|200	Quare si omnis virtus moralis, vel est in intellectu, |vel in appetitu: 	quod ̃per sequim lon 	142
201|202	et appetitus alius intellectiuus |ut voluntas, 	delecta ᷝͥͣsensibilia 	143
203|204	alius est sensitiuus: |et hoc duplex, 	et aggdimur tribłina⟦ ⟧uirtus moralem uel est in intlłuuel in appetuet appeꝰ alius intlłitius 	144
205|206	irascibilis scilicet, |et concupiscibilis: 	ut uo ͭͤalius sensitiuus et hoc ͥ du̽. s.nasci 	145
207|208	oportet omnem virtutem moralem, |vel esse in intellectu, 	et 	146
209|210	vel in voluntate, |vel in irascibili, 	concupisti᷑.o uirtutem 	147
211|212	vel in concupiscibili. Accipiendo ergo virtutem moralem large prout ipsa prudentia dicitur quaedam virtus moralis, |dicere possumus 	essemoralem.uel esse in intllectu uel in uo ͭ uelinirasciᷝ ͥuel in concupis ciᷝ ͥ.acupiendoigituruͥtutem moralem largeper ͭipsa prudeciadͬque d anuirtus moralem dicitur e possumus. 	148
213|214	quod secundum has quatuor potentias animae in quibus habet esse virtus, sumptae sunt quatuor Virtutes Cardinales; |videlicet, Prudentia, 	prosecundum has.iiiiͦ. posaiue inquibusbus esse uirtus sunpte sunt uirtut es.iiiͦ.cardinales. s. prudencia iustiam. fortiͦ 	149
215	Iustitia, Fortitudo, et Temperantia. 	et tenperançia. 	150
216|217	Nam Prudentia est in intellectu, |Iustitia in voluntate, 	Nam prudencia est in intellectu. iusticia in uo ͤ forti 	151
218|219	Fortitudo in irascibili, |Temperantia in concupiscibili.	in itasci ͥ tenperanͣ in ⟦⟧	152
